timestamp, latitude, longitude, accuracy, UUID ,
1.48674E+12,48.1492541,11.5671281,24,,903d185fccf839df
1.48674E+12,48.1492433,11.5671409,24,,903d185fccf839df
1.48674E+12,48.1492433,11.5671409,24,,903d185fccf839df
1.48674E+12,48.1492433,11.5671408,16,,903d185fccf839df
1.48674E+12,48.1492433,11.5671408,16,,903d185fccf839df
1.48674E+12,48.1492433,11.5671408,16,,903d185fccf839df
1.48674E+12,48.1491685,11.5670976,12,,903d185fccf839df
1.48674E+12,48.1491609,11.5670868,24,,903d185fccf839df
1.48674E+12,48.1491552,11.5670754,24,,903d185fccf839df
1.48674E+12,48.1491489,11.567067,24,,903d185fccf839df
1.48674E+12,48.149144,11.5670607,12,,903d185fccf839df
1.48674E+12,48.14914,11.5670499,16,,903d185fccf839df
1.48674E+12,48.1491334,11.5670442,16,,903d185fccf839df
1.48674E+12,48.1491281,11.5670397,16,,903d185fccf839df
1.48674E+12,48.1491212,11.567031,24,,903d185fccf839df
1.48674E+12,48.1491174,11.567026,48,,903d185fccf839df
1.48674E+12,48.149114,11.5670234,32,,903d185fccf839df
1.48674E+12,48.1491069,11.5670187,32,,903d185fccf839df
1.48674E+12,48.1491035,11.5670149,16,,903d185fccf839df
1.48674E+12,48.149099,11.5670097,16,,903d185fccf839df
1.48674E+12,48.149099,11.5670097,32,,903d185fccf839df
1.48674E+12,48.149099,11.5670097,96,,903d185fccf839df
1.48674E+12,48.149099,11.5670097,32,,903d185fccf839df
1.48674E+12,48.148924,11.5677293,19.37199974,,903d185fccf839df
1.48674E+12,48.148924,11.5677293,19.39500046,,903d185fccf839df
1.48674E+12,48.1485391,11.5680343,19.62899971,,903d185fccf839df
1.48674E+12,48.1486247,11.5679665,50,,903d185fccf839df
1.48674E+12,48.1486347,11.5678677,20.67900085,,903d185fccf839df
1.48674E+12,48.1486347,11.5678677,20.67900085,,903d185fccf839df
1.48674E+12,48.1486347,11.5678677,20.68199921,,903d185fccf839df
1.48674E+12,48.1485819,11.5680004,24.15299988,,903d185fccf839df
1.48674E+12,48.1485819,11.5680004,20.54199982,,903d185fccf839df
1.48674E+12,48.1482146,11.5677461,19.97400093,,903d185fccf839df
1.48674E+12,48.1481919,11.5675823,20.25900078,,903d185fccf839df
1.48674E+12,48.1483883,11.5678353,48,,903d185fccf839df
1.48674E+12,48.1483883,11.5678353,50.91600037,,903d185fccf839df
1.48674E+12,48.1484155,11.5678353,48,,903d185fccf839df
1.48674E+12,48.1484155,11.5678353,48,,903d185fccf839df
1.48674E+12,48.1484155,11.5678353,48,,903d185fccf839df
1.48674E+12,48.1484155,11.5678352,32,,903d185fccf839df
1.48674E+12,48.1484158,11.5678351,32,,903d185fccf839df
1.48674E+12,48.1484158,11.5678351,35.86899948,,903d185fccf839df
1.48674E+12,48.1484164,11.567835,32,,903d185fccf839df
1.48674E+12,48.1484353,11.5678348,32,,903d185fccf839df
1.48674E+12,48.1484358,11.5678347,32,,903d185fccf839df
1.48674E+12,48.1484362,11.5678345,32,,903d185fccf839df
1.48674E+12,48.1484368,11.5678343,32,,903d185fccf839df
1.48674E+12,48.1484368,11.5678343,32,,903d185fccf839df
1.48674E+12,48.1484368,11.5678343,24,,903d185fccf839df
1.48674E+12,48.1484369,11.5678341,32,,903d185fccf839df
1.48674E+12,48.1484372,11.5678339,32,,903d185fccf839df
1.48674E+12,48.1484375,11.5678337,48,,903d185fccf839df
1.48674E+12,48.1484378,11.5678335,48,,903d185fccf839df
1.48674E+12,48.1484378,11.5678335,48,,903d185fccf839df
1.48674E+12,48.1484378,11.5678335,48,,903d185fccf839df
1.48674E+12,48.1483982,11.5678733,20.57600021,,903d185fccf839df
1.48674E+12,48.1490348,11.5681869,22.42000008,,903d185fccf839df
1.48674E+12,48.1490675,11.5682519,20.42200089,,903d185fccf839df
1.48674E+12,48.149304,11.5682463,21.52199936,,903d185fccf839df
1.48674E+12,48.1492939,11.5683452,19.5529995,,903d185fccf839df
1.48674E+12,48.1492939,11.5683452,19.49900055,,903d185fccf839df
1.48674E+12,48.1493367,11.5683113,19.47800064,,903d185fccf839df
1.48674E+12,48.1493367,11.5683113,20.66699982,,903d185fccf839df
1.48674E+12,48.1494593,11.5685148,32,,903d185fccf839df
1.48674E+12,48.1494632,11.5685097,32,,903d185fccf839df
1.48674E+12,48.1494632,11.5685097,32,,903d185fccf839df
1.48674E+12,48.1494666,11.5685048,24,,903d185fccf839df
1.48674E+12,48.1494666,11.5685048,24,,903d185fccf839df
1.48674E+12,48.1494698,11.5685005,24,,903d185fccf839df
1.48674E+12,48.1494731,11.5684965,24,,903d185fccf839df
1.48674E+12,48.1494731,11.5684965,32,,903d185fccf839df
1.48674E+12,48.1494731,11.5684965,24,,903d185fccf839df
1.48674E+12,48.1494731,11.5684965,29.4260006,,903d185fccf839df
1.48674E+12,48.1494731,11.5684965,24,,903d185fccf839df
1.48674E+12,48.1494731,11.5684965,24,,903d185fccf839df
1.48674E+12,48.1494731,11.5684965,32,,903d185fccf839df
1.48674E+12,48.1494734,11.5684953,32,,903d185fccf839df
1.48674E+12,48.1494734,11.5684953,32,,903d185fccf839df
1.48674E+12,48.1494734,11.5684953,32,,903d185fccf839df
1.48674E+12,48.1494734,11.5684953,24,,903d185fccf839df
1.48674E+12,48.1494734,11.5684953,48,,903d185fccf839df
1.48674E+12,48.1494734,11.5684953,48,,903d185fccf839df
1.48674E+12,48.1494734,11.5684953,48,,903d185fccf839df
1.48674E+12,48.1490147,11.5683846,20.86199951,,903d185fccf839df
1.48674E+12,48.1490147,11.5683846,19.43799973,,903d185fccf839df
1.48674E+12,48.1488964,11.5683874,20.45199966,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,19.58799934,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,19.60300064,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,20.4109993,,903d185fccf839df
1.48674E+12,48.1488838,11.5681248,20.59600067,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,20.38699913,,903d185fccf839df
1.48674E+12,48.1486247,11.5679665,21.4260006,,903d185fccf839df
1.48674E+12,48.1484108,11.5681359,20.58300018,,903d185fccf839df
1.48674E+12,48.1483882,11.5679721,19.62599945,,903d185fccf839df
1.48674E+12,48.1480895,11.5674744,32,,903d185fccf839df
1.48674E+12,48.1480895,11.5674744,35.92100143,,903d185fccf839df
1.48674E+12,48.1480902,11.5674747,24,,903d185fccf839df
1.48674E+12,48.1480902,11.5674747,24,,903d185fccf839df
1.48674E+12,48.1480902,11.5674747,24,,903d185fccf839df
1.48674E+12,48.1480902,11.5674747,24,,903d185fccf839df
1.48674E+12,48.1480902,11.5674747,16,,903d185fccf839df
1.48674E+12,48.1480957,11.5674755,16,,903d185fccf839df
1.48674E+12,48.1480957,11.5674755,16,,903d185fccf839df
1.48674E+12,48.148101,11.5675071,16,,903d185fccf839df
1.48674E+12,48.1481076,11.5675392,24,,903d185fccf839df
1.48674E+12,48.1481187,11.5675823,24,,903d185fccf839df
1.48674E+12,48.1481301,11.5676246,32,,903d185fccf839df
1.48674E+12,48.1481301,11.5676246,24,,903d185fccf839df
1.48674E+12,48.1481301,11.5676246,16,,903d185fccf839df
1.48674E+12,48.1481301,11.5676246,16,,903d185fccf839df
1.48674E+12,48.1481303,11.5676269,32,,903d185fccf839df
1.48674E+12,48.1481306,11.5676291,16,,903d185fccf839df
1.48674E+12,48.1481306,11.5676291,16,,903d185fccf839df
1.48674E+12,48.1481306,11.5676291,24,,903d185fccf839df
1.48674E+12,48.1481306,11.5676291,48,,903d185fccf839df
1.48674E+12,48.1481306,11.5676291,24,,903d185fccf839df
1.48674E+12,48.1481306,11.5676291,48,,903d185fccf839df
1.48674E+12,48.1481306,11.5676291,48,,903d185fccf839df
1.48674E+12,48.1481306,11.5676291,96,,903d185fccf839df
1.48674E+12,48.1481306,11.5676291,48,,903d185fccf839df
1.48674E+12,48.1483328,11.5677433,50,,903d185fccf839df
1.48674E+12,48.1483328,11.5677433,50,,903d185fccf839df
1.48674E+12,48.1488511,11.5680598,20.44799995,,903d185fccf839df
1.48674E+12,48.1488838,11.5681248,19.48600006,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,19.64999962,,903d185fccf839df
1.48674E+12,48.1489065,11.5682886,19.70599937,,903d185fccf839df
1.48674E+12,48.148992,11.5682208,26.90399933,,903d185fccf839df
1.48674E+12,48.1488964,11.5683874,21.52300072,,903d185fccf839df
1.48674E+12,48.1488964,11.5683874,23.51099968,,903d185fccf839df
1.48674E+12,48.1489819,11.5683197,19.80400085,,903d185fccf839df
1.48674E+12,48.1492285,11.5682152,20.75600052,,903d185fccf839df
1.48674E+12,48.1493096,11.5683531,48,,903d185fccf839df
1.48674E+12,48.149282,11.5683909,48,,903d185fccf839df
1.48674E+12,48.149282,11.5683909,55.3030014,,903d185fccf839df
1.48674E+12,48.1492819,11.5683919,32,,903d185fccf839df
1.48674E+12,48.1492819,11.5683919,32,,903d185fccf839df
1.48674E+12,48.1492817,11.5683923,32,,903d185fccf839df
1.48674E+12,48.1492884,11.568394,32,,903d185fccf839df
1.48674E+12,48.1492884,11.568394,32,,903d185fccf839df
1.48674E+12,48.1492884,11.568394,24,,903d185fccf839df
1.48674E+12,48.1492984,11.5683981,24,,903d185fccf839df
1.48674E+12,48.1493075,11.5684053,24,,903d185fccf839df
1.48674E+12,48.1493435,11.5684132,24,,903d185fccf839df
1.48674E+12,48.14938,11.5684203,32,,903d185fccf839df
1.48674E+12,48.1494145,11.5683949,16,,903d185fccf839df
1.48674E+12,48.1494217,11.5683923,24,,903d185fccf839df
1.48674E+12,48.1494293,11.5683896,24,,903d185fccf839df
1.48674E+12,48.1494365,11.5683897,12,,903d185fccf839df
1.48674E+12,48.1494414,11.5683947,24,,903d185fccf839df
1.48674E+12,48.1494466,11.5683984,24,,903d185fccf839df
1.48674E+12,48.1494659,11.5683689,24,,903d185fccf839df
1.48674E+12,48.1494707,11.5683731,24,,903d185fccf839df
1.48674E+12,48.1494893,11.5683436,16,,903d185fccf839df
1.48674E+12,48.1494934,11.5683475,16,,903d185fccf839df
1.48674E+12,48.1494972,11.5683507,24,,903d185fccf839df
1.48674E+12,48.1495005,11.5683534,48,,903d185fccf839df
1.48674E+12,48.1495036,11.5683557,48,,903d185fccf839df
1.48674E+12,48.1495065,11.5683575,48,,903d185fccf839df
1.48674E+12,48.149509,11.568359,48,,903d185fccf839df
1.48674E+12,48.149509,11.568359,48,,903d185fccf839df
1.48674E+12,48.149509,11.568359,48,,903d185fccf839df
1.48674E+12,48.149509,11.568359,130.0039978,,903d185fccf839df
1.48674E+12,48.1492285,11.5682152,22.5909996,,903d185fccf839df
1.48674E+12,48.1490121,11.5680231,20.86899948,,903d185fccf839df
1.48674E+12,48.1489266,11.5680909,20.46199989,,903d185fccf839df
1.48674E+12,48.1490222,11.5679243,20.40500069,,903d185fccf839df
1.48674E+12,48.1489467,11.5678932,19.62000084,,903d185fccf839df
1.48674E+12,48.1488612,11.5679609,20.16399956,,903d185fccf839df
1.48674E+12,48.1487932,11.5674695,21.71800041,,903d185fccf839df
1.48674E+12,48.1487404,11.5676022,20.42399979,,903d185fccf839df
1.48674E+12,48.1487404,11.5676022,20.42499924,,903d185fccf839df
1.48674E+12,48.1484938,11.5677066,19.62400055,,903d185fccf839df
1.48674E+12,48.1484183,11.5676756,20.45000076,,903d185fccf839df
1.48674E+12,48.1484309,11.5679382,20.33300018,,903d185fccf839df
1.48674E+12,48.1483328,11.5677433,19.63299942,,903d185fccf839df
1.48674E+12,48.148014,11.5675516,24,,903d185fccf839df
1.48674E+12,48.1480151,11.5675509,24,,903d185fccf839df
1.48674E+12,48.1480151,11.5675509,24,,903d185fccf839df
1.48674E+12,48.1480151,11.5675509,24,,903d185fccf839df
1.48674E+12,48.1480151,11.5675509,24,,903d185fccf839df
1.48674E+12,48.1480144,11.5675514,24,,903d185fccf839df
1.48674E+12,48.1480115,11.567554,24,,903d185fccf839df
1.48674E+12,48.1480116,11.567554,16,,903d185fccf839df
1.48674E+12,48.14801,11.5675554,16,,903d185fccf839df
1.48674E+12,48.1480081,11.567558,16,,903d185fccf839df
1.48674E+12,48.1480061,11.5675619,16,,903d185fccf839df
1.48674E+12,48.1480061,11.5675619,24,,903d185fccf839df
1.48674E+12,48.1480061,11.5675619,24,,903d185fccf839df
1.48674E+12,48.1480061,11.5675619,32,,903d185fccf839df
1.48674E+12,48.1480056,11.5675621,32,,903d185fccf839df
1.48674E+12,48.1480044,11.5675621,24,,903d185fccf839df
1.48674E+12,48.1484183,11.5676756,19.63299942,,903d185fccf839df
1.48674E+12,48.1484183,11.5676756,19.63299942,,903d185fccf839df
1.48674E+12,48.1487404,11.5676022,50,,903d185fccf839df
1.48674E+12,48.1487404,11.5676022,19.62000084,,903d185fccf839df
1.48674E+12,48.1487404,11.5676022,20.45299911,,903d185fccf839df
1.48674E+12,48.1488712,11.5678621,20.33499908,,903d185fccf839df
1.48674E+12,48.1489039,11.567927,20.92200089,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,19.61800003,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,80.75700378,,903d185fccf839df
1.48674E+12,48.1493543,11.567752,24.96100044,,903d185fccf839df
1.48674E+12,48.1493543,11.567752,25.27400017,,903d185fccf839df
1.48674E+12,48.1493543,11.567752,21.64800072,,903d185fccf839df
1.48674E+12,48.1493543,11.567752,23.14699936,,903d185fccf839df
1.48674E+12,48.149314,11.5681475,19.58799934,,903d185fccf839df
1.48674E+12,48.1495958,11.5684695,21.19199944,,903d185fccf839df
1.48674E+12,48.1494222,11.5682435,21.2859993,,903d185fccf839df
1.48674E+12,48.1493367,11.5683113,21.97200012,,903d185fccf839df
1.48674E+12,48.1493795,11.5682774,19.56599998,,903d185fccf839df
1.48674E+12,48.1493795,11.5682774,19.54800034,,903d185fccf839df
1.48674E+12,48.149304,11.5682463,20.4470005,,903d185fccf839df
1.48674E+12,48.1492184,11.5683141,20.67200089,,903d185fccf839df
1.48674E+12,48.1489819,11.5683197,19.625,,903d185fccf839df
1.48674E+12,48.1490147,11.5683846,19.45700073,,903d185fccf839df
1.48674E+12,48.1490147,11.5683846,19.43899918,,903d185fccf839df
1.48674E+12,48.1489819,11.5683197,19.63500023,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,19.61000061,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,19.59399986,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,19.57799911,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,19.56599998,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,19.55500031,,903d185fccf839df
1.48674E+12,48.1489165,11.5681897,19.57900047,,903d185fccf839df
1.48674E+12,48.1485592,11.5678366,20.85400009,,903d185fccf839df
1.48674E+12,48.1486347,11.5678677,23.08399963,,903d185fccf839df
1.48674E+12,48.1484183,11.5676756,20.45499992,,903d185fccf839df
1.48674E+12,48.1484183,11.5676756,21.91900063,,903d185fccf839df
1.48674E+12,48.1484183,11.5676756,21.50200081,,903d185fccf839df
1.48674E+12,48.1484284,11.5675767,24.5720005,,903d185fccf839df
1.48674E+12,48.1486749,11.5674723,19.79700089,,903d185fccf839df
1.48674E+12,48.1486749,11.5674723,71.69300079,,903d185fccf839df
1.48674E+12,48.1486749,11.5674723,136.8359985,,903d185fccf839df
1.48674E+12,48.1486749,11.5674723,202.1349945,,903d185fccf839df
1.48674E+12,48.1486749,11.5674723,19.63400078,,903d185fccf839df
1.48674E+12,48.1488511,11.5680598,24.91300011,,903d185fccf839df
1.48674E+12,48.1488511,11.5680598,87.71600342,,903d185fccf839df
1.48674E+12,48.1490675,11.5682519,19.65600014,,903d185fccf839df
1.48674E+12,48.1492184,11.5683141,20.66500092,,903d185fccf839df
1.48674E+12,48.1492184,11.5683141,19.63599968,,903d185fccf839df
1.48674E+12,48.1492939,11.5683452,19.69000053,,903d185fccf839df
1.48674E+12,48.1493367,11.5683113,19.47599983,,903d185fccf839df
1.48674E+12,48.1493694,11.5683762,19.62899971,,903d185fccf839df
1.48674E+12,48.1494449,11.5684073,19.84799957,,903d185fccf839df
1.48674E+12,48.1496797,11.5688638,32,,903d185fccf839df
1.48674E+12,48.1496797,11.5688638,40.02099991,,903d185fccf839df
1.48674E+12,48.1495961,11.5690292,32,,903d185fccf839df
1.48674E+12,48.149572,11.5689578,24,,903d185fccf839df
1.48674E+12,48.1495369,11.5689392,24,,903d185fccf839df
1.48674E+12,48.1495486,11.5689454,24,,903d185fccf839df
1.48674E+12,48.1495641,11.5689342,48,,903d185fccf839df
1.48674E+12,48.1492184,11.5683141,19.62599945,,903d185fccf839df
1.48674E+12,48.1492184,11.5683141,19.57699966,,903d185fccf839df
1.48674E+12,48.1492184,11.5683141,19.57299995,,903d185fccf839df
1.48674E+12,48.149143,11.568283,19.62700081,,903d185fccf839df
1.48674E+12,48.1490574,11.5683507,19.68899918,,903d185fccf839df
1.48674E+12,48.1490147,11.5683846,19.47500038,,903d185fccf839df
1.48674E+12,48.1490147,11.5683846,19.47500038,,903d185fccf839df
1.48674E+12,48.1490147,11.5683846,50,,903d185fccf839df
1.48674E+12,48.1487957,11.567831,23.08600044,,903d185fccf839df
1.48674E+12,48.1488913,11.5676644,20.45100021,,903d185fccf839df
1.48674E+12,48.1488913,11.5676644,78.31300354,,903d185fccf839df
1.48674E+12,48.148924,11.5677293,19.43300056,,903d185fccf839df
